Player		 Dealer	 Stand	 Hit	 Double	 Split	
5 7 		3	-0.2553	-0.2550	 None 	 None 	
5 7 		4	-0.2307	-0.2058	 None 	 None 	
5 7 		5	-0.1773	-0.2004	 None 	 None 	
5 7 		6	-0.1629	-0.1959	 None 	 None 	
5 7 		7	-0.4623	-0.2523	 None 	 None 	
5 7 		8	-0.5080	-0.2970	 None 	 None 	
5 7 		9	-0.5350	-0.3387	 None 	 None 	
5 7 		10	-0.6064	-0.4236	 None 	 None 	
5 7 		A	-0.7660	-0.5548	 None 	 None 	
5 8 		2	-0.3123	-0.3093	 None 	 None 	
5 8 		3	-0.2685	-0.2928	 None 	 None 	
5 8 		4	-0.1869	-0.2490	 None 	 None 	
5 8 		5	-0.1683	-0.2769	 None 	 None 	
5 8 		6	-0.1275	-0.2340	 None 	 None 	
5 8 		7	-0.4641	-0.2616	 None 	 None 	
5 8 		8	-0.5080	-0.3516	 None 	 None 	
5 8 		9	-0.5674	-0.3813	 None 	 None 	
5 8 		10	-0.5506	-0.4599	 None 	 None 	
5 8 		A	-0.7786	-0.6097	 None 	 None 	
5 9 		2	-0.2865	-0.3603	 None 	 None 	
5 9 		3	-0.2643	-0.3594	 None 	 None 	
5 9 		4	-0.1899	-0.3108	 None 	 None 	
5 9 		5	-0.1773	-0.3411	 None 	 None 	
5 9 		6	-0.1803	-0.3045	 None 	 None 	
5 9 		7	-0.4725	-0.3279	 None 	 None 	
5 9 		8	-0.5098	-0.3531	 None 	 None 	
5 9 		9	-0.5452	-0.4095	 None 	 None 	
5 9 		10	-0.5506	-0.5041	 None 	 None 	
5 9 		A	-0.7618	-0.5848	 None 	 None 	
5 10 		2	-0.3225	-0.4140	 None 	 None 	
5 10 		3	-0.2601	-0.4326	 None 	 None 	
5 10 		4	-0.2043	-0.4152	 None 	 None 	
5 10 		5	-0.1467	-0.3681	 None 	 None 	
5 10 		6	-0.1485	-0.3741	 None 	 None 	
5 10 		7	-0.4743	-0.3543	 None 	 None 	
5 10 		8	-0.5146	-0.4377	 None 	 None 	
5 10 		9	-0.5236	-0.4548	 None 	 None 	
5 10 		10	-0.5926	-0.5473	 None 	 None 	
5 10 		A	-0.7396	-0.6319	 None 	 None 	
5 A 		2	-0.2781	-0.0294	 None 	 None 	
5 A 		3	-0.2637	-0.0108	 None 	 None 	
5 A 		4	-0.1839	0.0552	 None 	 None 	
5 A 		5	-0.1467	0.0654	 None 	 None 	
5 A 		6	-0.1935	0.0717	 None 	 None 	
5 A 		7	-0.4725	-0.0180	 None 	 None 	
5 A 		8	-0.5116	-0.0735	 None 	 None 	
5 A 		9	-0.5296	-0.1785	 None 	 None 	
5 A 		10	-0.5842	-0.2832	 None 	 None 	
5 A 		A	-0.7840	-0.4374	 None 	 None 	
6 2 		2	-0.2655	0.0024	 None 	 None 	
6 2 		3	-0.2457	0.0075	 None 	 None 	
6 2 		4	-0.1935	0.0591	 None 	 None 	
6 2 		5	-0.1641	0.0786	 None 	 None 	
6 2 		6	-0.1635	0.1113	 None 	 None 	
6 2 		7	-0.4899	0.0843	 None 	 None 	
6 2 		8	-0.4887	-0.0621	 None 	 None 	
6 2 		9	-0.5668	-0.2292	 None 	 None 	
6 2 		10	-0.6034	-0.2925	 None 	 None 	
6 2 		A	-0.7654	-0.4521	 None 	 None 	
6 3 		2	-0.2739	0.0906	0.1326	 None 	
6 3 		3	-0.2529	0.0996	0.1020	 None 	
6 3 		4	-0.2067	0.1281	0.1656	 None 	
6 3 		5	-0.1599	0.1596	0.2490	 None 	
6 3 		6	-0.1677	0.2013	0.3210	 None 	
6 3 		7	-0.4899	0.1830	0.1482	 None 	
6 3 		8	-0.5152	0.0990	-0.0450	 None 	
6 3 		9	-0.5608	-0.0630	-0.3372	 None 	
6 3 		10	-0.5542	-0.2247	-0.5461	 None 	
6 3 		A	-0.7624	-0.3546	-0.8995	 None 	
6 4 		2	-0.3003	0.1908	0.3264	 None 	
6 4 		3	-0.2673	0.1785	0.3840	 None 	
6 4 		4	-0.2127	0.2202	0.4434	 None 	
6 4 		5	-0.1713	0.2586	0.5869	 None 	
6 4 		6	-0.1341	0.3096	0.5971	 None 	
6 4 		7	-0.5206	0.2607	0.3426	 None 	
6 4 		8	-0.5206	0.1599	0.2520	 None 	
6 4 		9	-0.5572	0.1020	0.0462	 None 	
6 4 		10	-0.5782	-0.0531	-0.1716	 None 	
6 4 		A	-0.7750	-0.2361	-0.5695	 None 	
6 5 		2	-0.2931	0.2424	0.4794	 None 	
6 5 		3	-0.2721	0.2301	0.5041	 None 	
6 5 		4	-0.1575	0.3228	0.6181	 None 	
6 5 		5	-0.1653	0.3003	0.6025	 None 	
6 5 		6	-0.1383	0.3378	0.6739	 None 	
6 5 		7	-0.4875	0.2766	0.4728	 None 	
