Player		 Dealer	 Stand	 Hit	 Double	 Split	
[5, 6] 		6	900.0	1509.0	1936.0	None	
[6, 6] 		6	836.0	868.0	None	688.0	
[7, 6] 		6	820.0	615.0	None	None	
[8, 6] 		6	856.0	687.0	None	None	
[9, 6] 		6	796.0	588.0	None	None	
[10, 6] 		6	768.0	656.0	None	None	
['A', 6] 		6	1031.0	1168.0	None	None	
[2, 7] 		6	928.0	1273.0	1576.0	None	
[3, 7] 		6	836.0	1332.0	1708.0	None	
[4, 7] 		6	874.0	1437.0	1896.0	None	
[5, 7] 		6	858.0	706.0	None	None	
[6, 7] 		6	734.0	578.0	None	None	
[7, 7] 		6	804.0	502.0	None	832.0	
[8, 7] 		6	714.0	627.0	None	None	
[9, 7] 		6	734.0	682.0	None	None	
[10, 7] 		6	915.0	598.0	None	None	
['A', 7] 		6	1198.0	1199.0	None	None	
[2, 8] 		6	854.0	1342.0	1698.0	None	
[3, 8] 		6	872.0	1392.0	1868.0	None	
[4, 8] 		6	884.0	745.0	None	None	
[5, 8] 		6	890.0	578.0	None	None	
[6, 8] 		6	820.0	647.0	None	None	
[7, 8] 		6	734.0	631.0	None	None	
[8, 8] 		6	732.0	647.0	None	1059.0	
[9, 8] 		6	910.0	593.0	None	None	
[10, 8] 		6	1260.0	513.0	None	None	
['A', 8] 		6	1460.0	1226.0	None	None	
[2, 9] 		6	828.0	1357.0	1672.0	None	
[3, 9] 		6	854.0	674.0	None	None	
[4, 9] 		6	854.0	779.0	None	None	
[5, 9] 		6	854.0	573.0	None	None	
[6, 9] 		6	764.0	555.0	None	None	
[7, 9] 		6	694.0	777.0	None	None	
[8, 9] 		6	926.0	636.0	None	None	
[9, 9] 		6	1255.0	468.0	None	1359.0	
[10, 9] 		6	1479.0	358.0	None	None	
['A', 9] 		6	1660.0	1244.0	None	None	
[2, 10] 		6	838.0	893.0	None	None	
[3, 10] 		6	848.0	782.0	None	None	
[4, 10] 		6	852.0	615.0	None	None	
[5, 10] 		6	814.0	497.0	None	None	
[6, 10] 		6	744.0	694.0	None	None	
[7, 10] 		6	937.0	650.0	None	None	
[8, 10] 		6	1211.0	483.0	None	None	
[9, 10] 		6	1482.0	343.0	None	None	
[10, 10] 		6	1673.0	173.0	None	1515.0	
['A', 10] 		6	2500.0	1372.0	None	None	
[2, 'A'] 		6	1100.0	1241.0	None	None	
[3, 'A'] 		6	1130.0	1267.0	None	None	
[4, 'A'] 		6	1056.0	1155.0	None	None	
[5, 'A'] 		6	1114.0	1268.0	None	None	
[6, 'A'] 		6	1029.0	1189.0	None	None	
[7, 'A'] 		6	1148.0	1184.0	None	None	
[8, 'A'] 		6	1406.0	1242.0	None	None	
[9, 'A'] 		6	1668.0	1210.0	None	None	
[10, 'A'] 		6	2500.0	1362.0	None	None	
['A', 'A'] 		6	976.0	1175.0	None	2305.0	
[2, 2] 		7	474.0	474.0	None	-52.0	
[3, 2] 		7	552.0	552.0	None	None	
[4, 2] 		7	522.0	559.0	None	None	
[5, 2] 		7	470.0	761.0	None	None	
[6, 2] 		7	424.0	972.0	None	None	
[7, 2] 		7	524.0	1134.0	1240.0	None	
[8, 2] 		7	430.0	1251.0	1574.0	None	
[9, 2] 		7	384.0	1148.0	1272.0	None	
[10, 2] 		7	512.0	746.0	None	None	
['A', 2] 		7	578.0	973.0	None	None	
[2, 3] 		7	562.0	562.0	None	None	
[3, 3] 		7	544.0	583.0	None	88.0	
[4, 3] 		7	570.0	811.0	None	None	
[5, 3] 		7	456.0	1024.0	None	None	
[6, 3] 		7	504.0	1237.0	1426.0	None	
[7, 3] 		7	472.0	1282.0	1556.0	None	
[8, 3] 		7	450.0	1185.0	1456.0	None	
[9, 3] 		7	450.0	568.0	None	None	
[10, 3] 		7	510.0	708.0	None	None	
['A', 3] 		7	524.0	796.0	None	None	
[2, 4] 		7	596.0	631.0	None	None	
[3, 4] 		7	580.0	838.0	None	None	
[4, 4] 		7	464.0	976.0	None	-72.0	
[5, 4] 		7	486.0	1267.0	1528.0	None	
[6, 4] 		7	396.0	1374.0	1836.0	None	
[7, 4] 		7	498.0	1319.0	1594.0	None	
[8, 4] 		7	450.0	596.0	None	None	
[9, 4] 		7	412.0	623.0	None	None	
[10, 4] 		7	520.0	551.0	None	None	
['A', 4] 		7	580.0	980.0	None	None	
[2, 5] 		7	470.0	760.0	None	None	
[3, 5] 		7	486.0	1020.0	None	None	
[4, 5] 		7	512.0	1264.0	1490.0	None	
[5, 5] 		7	414.0	1248.0	1462.0	-172.0	
[6, 5] 		7	394.0	1238.0	1594.0	None	
[7, 5] 		7	466.0	654.0	None	None	
[8, 5] 		7	408.0	373.0	None	None	
[9, 5] 		7	388.0	425.0	None	None	
[10, 5] 		7	462.0	654.0	None	None	
['A', 5] 		7	542.0	843.0	None	None	
[2, 6] 		7	488.0	1023.0	None	None	
[3, 6] 		7	456.0	1192.0	1416.0	None	
[4, 6] 		7	520.0	1464.0	1846.0	None	
[5, 6] 		7	412.0	1241.0	1636.0	None	
[6, 6] 		7	506.0	595.0	None	76.0	
[7, 6] 		7	482.0	513.0	None	None	
[8, 6] 		7	404.0	486.0	None	None	
[9, 6] 		7	358.0	584.0	None	None	
[10, 6] 		7	436.0	748.0	None	None	
['A', 6] 		7	939.0	1035.0	None	None	
[2, 7] 		7	452.0	1132.0	1176.0	None	
[3, 7] 		7	518.0	1281.0	1618.0	None	
[4, 7] 		7	476.0	1259.0	1504.0	None	
[5, 7] 		7	440.0	653.0	None	None	
[6, 7] 		7	438.0	549.0	None	None	
[7, 7] 		7	526.0	569.0	None	474.0	
[8, 7] 		7	492.0	782.0	None	None	
[9, 7] 		7	442.0	697.0	None	None	
[10, 7] 		7	862.0	667.0	None	None	
