Player		 Dealer	 Stand	 Hit	 Double	 Split	
10 5 		5	982	963	None	None	
10 5 		6	984	961	None	None	
10 5 		7	956	978	None	None	
10 5 		8	942	960	None	None	
10 5 		9	928	953	None	None	
10 5 		10	934	941	None	None	
10 5 		A	924	933	None	None	
10 6 		2	974	937	None	None	
10 6 		3	976	941	None	None	
10 6 		4	982	965	None	None	
10 6 		5	978	954	None	None	
10 6 		6	986	952	None	None	
10 6 		7	966	957	None	None	
10 6 		8	946	965	None	None	
10 6 		9	956	962	None	None	
10 6 		10	952	952	None	None	
10 6 		A	920	931	None	None	
10 7 		2	996	961	None	None	
10 7 		3	974	945	None	None	
10 7 		4	985	941	None	None	
10 7 		5	1001	958	None	None	
10 7 		6	1016	957	None	None	
10 7 		7	988	950	None	None	
10 7 		8	967	949	None	None	
10 7 		9	951	943	None	None	
10 7 		10	951	933	None	None	
10 7 		A	937	928	None	None	
10 8 		2	1002	949	None	None	
10 8 		3	1010	941	None	None	
10 8 		4	1004	943	None	None	
10 8 		5	1015	934	None	None	
10 8 		6	1034	945	None	None	
10 8 		7	1042	939	None	None	
10 8 		8	995	930	None	None	
10 8 		9	963	933	None	None	
10 8 		10	963	931	None	None	
10 8 		A	959	919	None	None	
10 9 		2	1033	929	None	None	
10 9 		3	1050	935	None	None	
10 9 		4	1046	921	None	None	
10 9 		5	1040	937	None	None	
10 9 		6	1050	923	None	None	
10 9 		7	1051	926	None	None	
10 9 		8	1058	924	None	None	
10 9 		9	1033	937	None	None	
10 9 		10	1015	921	None	None	
10 9 		A	1003	922	None	None	
10 10 		2	1064	914	None	1042.0	
10 10 		3	1060	914	None	1064.5	
10 10 		4	1061	911	None	1066.0	
10 10 		5	1067	913	None	1049.5	
10 10 		6	1060	917	None	1035.0	
10 10 		7	1078	923	None	1067.0	
10 10 		8	1071	914	None	1049.0	
10 10 		9	1078	907	None	1034.5	
10 10 		10	1030	913	None	980.5	
10 10 		A	1023	914	None	980.5	
10 A 		2	1150.0	1023	None	None	
10 A 		3	1150.0	1033	None	None	
10 A 		4	1150.0	1031	None	None	
10 A 		5	1150.0	1006	None	None	
10 A 		6	1150.0	1037	None	None	
10 A 		7	1150.0	1029	None	None	
10 A 		8	1150.0	1014	None	None	
10 A 		9	1150.0	1009	None	None	
10 A 		10	1133.5	1005	None	None	
10 A 		A	1114.0	966	None	None	
A 2 		2	956	990	None	None	
A 2 		3	978	1011	None	None	
A 2 		4	988	1017	None	None	
A 2 		5	990	1018	None	None	
A 2 		6	982	999	None	None	
A 2 		7	948	1007	None	None	
A 2 		8	956	1012	None	None	
A 2 		9	934	1015	None	None	
A 2 		10	944	971	None	None	
A 2 		A	924	959	None	None	
A 3 		2	984	1008	None	None	
A 3 		3	966	1002	None	None	
A 3 		4	976	1004	None	None	
A 3 		5	998	1013	None	None	
A 3 		6	996	1021	None	None	
A 3 		7	942	1007	None	None	
A 3 		8	958	985	None	None	
A 3 		9	936	975	None	None	
A 3 		10	956	992	None	None	
A 3 		A	922	960	None	None	
A 4 		2	962	991	None	None	
A 4 		3	972	996	None	None	
A 4 		4	992	1011	None	None	
A 4 		5	982	1008	None	None	
A 4 		6	976	1000	None	None	
A 4 		7	960	992	None	None	
A 4 		8	974	1008	None	None	
A 4 		9	944	993	None	None	
A 4 		10	942	969	None	None	
A 4 		A	924	970	None	None	
A 5 		2	970	991	None	None	
A 5 		3	984	1007	None	None	
A 5 		4	994	1011	None	None	
A 5 		5	992	1010	None	None	
A 5 		6	968	983	None	None	
A 5 		7	968	1003	None	None	
A 5 		8	950	1001	None	None	
A 5 		9	932	965	None	None	
A 5 		10	950	971	None	None	
A 5 		A	920	947	None	None	
A 6 		2	981	999	None	None	
A 6 		3	998	1015	None	None	
A 6 		4	1000	1015	None	None	
A 6 		5	1003	1022	None	None	
A 6 		6	980	986	None	None	
A 6 		7	992	1002	None	None	
A 6 		8	976	993	None	None	
A 6 		9	966	979	None	None	
A 6 		10	943	971	None	None	
A 6 		A	935	965	None	None	
A 7 		2	1009	1002	None	None	
A 7 		3	1000	1006	None	None	
A 7 		4	1014	1012	None	None	
A 7 		5	1034	1033	None	None	
A 7 		6	1021	1013	None	None	
A 7 		7	1038	1009	None	None	
A 7 		8	1019	1006	None	None	
A 7 		9	982	988	None	None	
A 7 		10	982	995	None	None	
A 7 		A	959	954	None	None	
A 8 		2	1043	1017	None	None	
A 8 		3	1055	1022	None	None	
A 8 		4	1033	1013	None	None	
A 8 		5	1048	1013	None	None	
A 8 		6	1031	1011	None	None	
A 8 		7	1067	1037	None	None	
A 8 		8	1061	1012	None	None	
A 8 		9	1024	993	None	None	
A 8 		10	992	980	None	None	
A 8 		A	986	962	None	None	
A 9 		2	1064	1018	None	None	
A 9 		3	1072	1020	None	None	
A 9 		4	1068	1022	None	None	
A 9 		5	1074	1031	None	None	
A 9 		6	1065	1018	None	None	
A 9 		7	1082	1024	None	None	
A 9 		8	1080	1036	None	None	
A 9 		9	1080	1000	None	None	
A 9 		10	1029	985	None	None	
A 9 		A	1019	976	None	None	
A 10 		2	1150.0	1005	None	None	
A 10 		3	1150.0	1017	None	None	
A 10 		4	1150.0	1030	None	None	
A 10 		5	1150.0	1027	None	None	
A 10 		6	1150.0	1022	None	None	
A 10 		7	1150.0	1027	None	None	
A 10 		8	1150.0	1020	None	None	
A 10 		9	1150.0	1021	None	None	
A 10 		10	1138.0	1007	None	None	
A 10 		A	1097.5	957	None	None	
A A 		2	974	996	None	1092.5	
A A 		3	980	993	None	1107.5	
A A 		4	988	1000	None	1090.5	
A A 		5	998	1020	None	1117.0	
A A 		6	1000	1027	None	1125.0	
A A 		7	962	1020	None	1136.5	
A A 		8	952	999	None	1093.0	
A A 		9	946	999	None	1101.0	
A A 		10	958	989	None	1056.5	
A A 		A	926	983	None	1033.0	
